h3_8,max_cp_prob,bocpd_cp_year,p_2016,p_2017,p_2018,p_2019,p_2020,p_2021,p_2022,p_2023,p_2024,has_bocpd_cp
8849958e97fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,False
8849958e99fffff,0.15000000000000008,2024,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000008,False
8849958e9bfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,False
8849958e9dfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15,False
8849958ea1fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,False
8849958ea3fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000002,False
8849958ea5fffff,0.15000000000000008,2019,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,False
8849958ea7fffff,0.15000000000000013,2019,0.15,0.15,0.15,0.15000000000000013,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000008,False
8849958ea9fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15,False
8849958eabfffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,False
8849958eadfffff,0.15000000000000008,2020,,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,,0.15,False
8849958eb1fffff,0.15000000000000008,2020,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,False
8849958eb3fffff,0.15000000000000008,2022,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.14999999999999997,False
8849958eb5fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,False
8849958eb7fffff,0.15000000000000008,2023,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
8849958eb9fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
8849958ebbfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,False
8849958ebdfffff,0.15000000000000008,2020,,,0.15,0.15000000000000002,0.15000000000000008,,,,,False
8849958ec1fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
8849958ec3fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15,False
8849958ec5fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,False
8849958ec7fffff,0.15000000000000008,2016,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,False
8849958ec9fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15,0.14999999999999994,0.15000000000000002,0.14999999999999997,False
8849958ecbfffff,0.15000000000000002,2020,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,False
8849958ecdfffff,0.15000000000000008,2023,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,False
8849958ed3fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,0.14999999999999997,0.15000000000000008,False
8849958ed5fffff,0.15000000000000008,2019,0.15000000000000002,0.14999999999999994,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15,,,False
8849958ed7fffff,0.15000000000000002,2022,0.15,0.15,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15,False
8849958ed9fffff,0.15000000000000008,2018,0.14999999999999997,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15000000000000002,,False
8849958edbfffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,False
8849958eddfffff,0.15000000000000002,2022,0.15,,0.15,0.15,0.15,0.15,0.15000000000000002,,,False
8849958ee1fffff,0.15000000000000008,2019,0.15,0.14999999999999997,0.15,0.15000000000000008,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,False
8849958ee3fffff,0.15000000000000008,2023,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,False
8849958ee5fffff,0.15000000000000008,2018,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,False
8849958ee7fffff,0.15000000000000008,2024,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
8849958ee9fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.14999999999999997,False
8849958eebfffff,0.15000000000000008,2016,0.15000000000000008,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,False
8849958eedfffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
8849958f01fffff,0.15000000000000008,2021,,,0.15,,,0.15000000000000008,,0.15,0.15000000000000002,False
8849958f07fffff,0.15000000000000002,2022,,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,,0.15000000000000002,False
8849958f3bfffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,,0.14999999999999997,False
8849958f59fffff,0.15,2020,,,0.14999999999999997,,0.15,,,0.15,,False
8849958f5bfffff,0.15000000000000008,2019,,,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.15,,False
88499595a3fffff,0.15000000000000008,2020,,,0.14999999999999997,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,False
88499595abfffff,0.15000000000000008,2023,,,,,0.15,,0.15,0.15000000000000008,0.15,False
88499595bdfffff,0.15000000000000008,2022,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995a365fffff,0.15000000000000013,2023,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.14999999999999997,,0.15000000000000013,0.15,False
884995a36dfffff,0.15000000000000008,2021,0.15,0.14999999999999997,0.14999999999999994,0.14999999999999994,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,False
884995aa05fffff,0.15000000000000008,2018,0.14999999999999997,0.14999999999999994,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,False
884995aa09fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,,,,False
884995aa0dfffff,0.15000000000000008,2019,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,,False
884995aa29fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
884995aa2bfffff,0.15000000000000008,2018,0.15000000000000002,,0.15000000000000008,0.14999999999999997,0.15000000000000008,,,0.15000000000000002,0.15,False
884995aa41fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,False
884995aa43fffff,0.15,2018,,0.14999999999999997,0.15,,,0.14999999999999997,,0.15,,False
884995aa45fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,False
884995aa47fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,False
884995aa49fffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15,,,0.15,,,0.15000000000000002,False
884995aa4dfffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,False
884995aa61fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,False
884995aa63fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
884995aa67fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15,0.14999999999999997,False
884995aa69fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,False
884995aa6bfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,False
884995aa6dfffff,0.15000000000000008,2024,0.14999999999999997,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,,0.15000000000000008,False
884995b045fffff,0.15000000000000002,2023,,,0.15,0.15,,,,0.15000000000000002,,False
884995b04dfffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995b061fffff,0.15000000000000002,2016,0.15000000000000002,,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,,,False
884995b069fffff,0.15000000000000008,2021,0.14999999999999994,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.14999999999999994,0.14999999999999997,False
884995b109fffff,0.15000000000000008,2019,,,0.14999999999999997,0.15000000000000008,0.15000000000000008,,,,,False
884995b10dfffff,0.15,2018,,,0.15,0.15,0.15,0.15,,0.15,,False
884995b125fffff,0.15000000000000008,2019,0.14999999999999994,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,False
884995b12dfffff,0.15000000000000008,2021,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000008,False
884995b141fffff,0.15000000000000008,2019,,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995b143fffff,0.15000000000000002,2020,0.14999999999999997,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,False
884995b145fffff,0.15000000000000008,2024,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,False
884995b147fffff,0.15000000000000008,2022,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,False
884995b149fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995b14dfffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995b15dfffff,0.15000000000000008,2019,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,,0.15000000000000008,0.15,False
884995b161fffff,0.15000000000000013,2022,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000013,0.15,0.15,False
884995b163fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15,False
884995b165fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.14999999999999997,False
884995b167fffff,0.15000000000000002,2017,0.14999999999999997,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,False
884995b169fffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995b16bfffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,False
884995b16dfffff,0.15000000000000013,2022,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000002,0.15,False
884995b227fffff,0.15000000000000008,2019,,0.15,0.15,0.15000000000000008,,,0.15,,,False
884995b309fffff,0.15000000000000002,2018,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15,0.15,0.14999999999999997,0.15,False
884995b30dfffff,0.15000000000000008,2020,,,0.15000000000000002,0.14999999999999994,0.15000000000000008,,,,,False
884995b313fffff,0.15000000000000013,2019,0.15,,0.15,0.15000000000000013,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,False
884995b317fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,,,0.15000000000000002,,0.15,,False
884995b31bfffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15,0.15,,0.15,,,False
884995b323fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15,0.14999999999999997,False
884995b325fffff,0.15000000000000013,2020,,0.15,0.15,0.15,0.15000000000000013,,,,0.15,False
884995b327fffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
884995b331fffff,0.15000000000000013,2023,,0.15,0.15,0.15,,,,0.15000000000000013,,False
884995b333fffff,0.15000000000000002,2020,,,,0.15,0.15000000000000002,0.15,,0.15,,False
884995b335fffff,0.15000000000000008,2021,,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,False
884995b337fffff,0.15000000000000008,2022,0.14999999999999997,0.15,0.15,0.15000000000000002,,0.15,0.15000000000000008,0.15000000000000002,,False
884995b33bfffff,0.15000000000000008,2023,0.15,0.15,0.15000000000000002,0.15,,0.15000000000000002,0.14999999999999997,0.15000000000000008,0.15000000000000002,False
884995b33dfffff,0.15000000000000013,2019,0.15000000000000008,,0.15000000000000008,0.15000000000000013,0.15,,0.15,,,False
884995b341fffff,0.15000000000000008,2018,,,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,False
884995b345fffff,0.15000000000000008,2023,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,False
884995b347fffff,0.15000000000000013,2018,0.14999999999999997,0.15,0.15000000000000013,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995b34dfffff,0.15000000000000008,2023,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,False
884995b351fffff,0.15000000000000013,2024,,,,,,0.15,,0.15,0.15000000000000013,False
884995b355fffff,0.15000000000000008,2020,,0.15,,,0.15000000000000008,,0.15,,,False
884995b361fffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b363fffff,0.15000000000000013,2019,0.15,0.15,0.15000000000000008,0.15000000000000013,0.15000000000000002,0.15000000000000002,,0.15000000000000002,,False
884995b365fffff,0.15000000000000008,2021,,,,,0.15,0.15000000000000008,,0.15,,False
884995b367fffff,0.1500000000000001,2023,0.15,0.15,0.15,0.15,0.15,0.15,,0.1500000000000001,0.15,False
884995b369fffff,0.15000000000000013,2022,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000013,0.15000000000000002,0.15,False
884995b36bfffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
884995b36dfffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b801fffff,0.15000000000000008,2020,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15,0.15,False
884995b803fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,False
884995b805fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.14999999999999997,0.15000000000000002,0.15,False
884995b807fffff,0.15000000000000002,2024,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995b809fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,False
884995b80bfffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995b80dfffff,0.15000000000000008,2019,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
884995b811fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995b815fffff,0.15000000000000013,2017,0.15,0.15000000000000013,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995b817fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,,False
884995b819fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
884995b81bfffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,False
884995b81dfffff,0.15000000000000008,2020,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,False
884995b821fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,False
884995b823fffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,False
884995b825fffff,0.15000000000000008,2024,0.15,0.14999999999999994,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
884995b827fffff,0.15000000000000002,2020,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
884995b829fffff,0.15000000000000008,2022,0.15,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,False
884995b82bfffff,0.15000000000000008,2024,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b82dfffff,0.15000000000000002,2023,0.15,0.15,0.15,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,False
884995b831fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000002,False
884995b833fffff,0.15000000000000002,2020,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995b835fffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b837fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,False
884995b839fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b83bfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,False
884995b83dfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,False
884995b841fffff,0.15000000000000002,2018,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15,False
884995b843fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,False
884995b845fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000002,False
884995b847fffff,0.15000000000000008,2022,0.15000000000000002,0.15,0.14999999999999997,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995b849fffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15000000000000002,False
884995b84bfffff,0.1500000000000001,2022,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.1500000000000001,0.15000000000000002,0.15,False
884995b84dfffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15,False
884995b851fffff,0.1500000000000001,2023,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.1500000000000001,0.15000000000000008,False
884995b853fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,False
884995b855fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
884995b857fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,False
884995b859fffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
884995b85bfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,False
884995b85dfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,False
884995b861fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b863fffff,0.15000000000000008,2022,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995b865fffff,0.15000000000000008,2020,0.15,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000002,0.14999999999999997,0.15,0.15,False
884995b867fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
884995b869fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.14999999999999997,0.15,False
884995b86bfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15,False
884995b86dfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,False
884995b889fffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,False
884995b88dfffff,0.15000000000000008,2018,0.15,0.14999999999999994,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
884995b899fffff,0.15000000000000008,2020,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.14999999999999997,False
884995b89dfffff,0.15000000000000002,2019,,,0.15,0.15000000000000002,,,,,0.15,False
884995b8a1fffff,0.1500000000000001,2022,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.1500000000000001,0.14999999999999997,0.15,False
884995b8a3fffff,0.15000000000000008,2019,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15000000000000002,False
884995b8a5fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,,0.15000000000000002,,,False
884995b8a7fffff,0.15000000000000008,2022,0.14999999999999994,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15000000000000002,False
884995b8a9fffff,0.15000000000000008,2019,,,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15,,,,False
884995b8abfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15,,0.15000000000000008,False
884995b8adfffff,0.15000000000000008,2020,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,,False
884995b8bdfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995b8c1fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15,0.14999999999999997,False
884995b8c3fffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b8c5fffff,0.15000000000000008,2021,0.15000000000000002,,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,,0.15,False
884995b8c7fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15,False
884995b8c9fffff,0.15000000000000002,2021,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,False
884995b8cbfffff,0.15000000000000008,2022,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
884995b8cdfffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,False
884995b8d1fffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15,False
