h3_8,año_hecho,cluster_km_ae,cluster_km_ae_cos,cluster_km_pca,cluster_km_raw,cluster_hdbscan
8849958481fffff,2021,2,3,0,0,-1
8849958481fffff,2022,1,4,4,0,4
8849958481fffff,2023,3,0,0,0,44
8849958481fffff,2024,3,1,0,0,-1
8849958485fffff,2016,0,2,4,1,69
8849958485fffff,2017,0,2,4,1,62
8849958485fffff,2018,3,1,0,0,63
8849958485fffff,2019,3,1,0,0,60
8849958485fffff,2020,3,3,0,0,54
8849958485fffff,2021,3,3,0,0,-1
8849958485fffff,2022,2,3,0,0,-1
8849958485fffff,2023,3,1,0,0,-1
8849958485fffff,2024,3,0,0,0,26
8849958487fffff,2016,0,2,4,1,-1
8849958487fffff,2017,0,2,4,1,-1
8849958487fffff,2018,0,2,4,1,70
8849958487fffff,2019,4,0,4,1,15
8849958487fffff,2020,4,1,1,1,-1
8849958487fffff,2022,2,3,2,0,-1
8849958487fffff,2023,4,0,1,4,13
8849958489fffff,2016,0,2,4,1,16
8849958489fffff,2017,0,2,4,1,-1
8849958489fffff,2018,0,2,4,1,-1
8849958489fffff,2019,0,2,4,1,70
8849958489fffff,2020,0,2,4,1,-1
8849958489fffff,2021,3,1,0,0,61
8849958489fffff,2022,1,0,2,2,-1
8849958489fffff,2023,3,0,1,4,18
8849958489fffff,2024,3,0,1,4,18
884995848bfffff,2016,0,2,4,1,49
884995848bfffff,2017,3,1,4,1,56
884995848bfffff,2018,1,4,4,1,-1
884995848bfffff,2019,3,1,1,4,-1
884995848bfffff,2020,2,3,4,1,73
884995848bfffff,2021,4,1,1,4,46
884995848bfffff,2022,3,1,1,4,24
884995848bfffff,2023,2,3,0,0,-1
884995848bfffff,2024,1,0,1,4,-1
884995848dfffff,2016,0,2,4,1,28
884995848dfffff,2017,3,1,4,1,56
884995848dfffff,2018,3,4,0,1,-1
884995848dfffff,2019,3,1,0,0,-1
884995848dfffff,2020,3,1,4,1,60
884995848dfffff,2021,3,1,4,1,67
884995848dfffff,2022,3,1,1,4,-1
884995848dfffff,2023,3,1,1,4,-1
884995848dfffff,2024,3,0,0,0,-1
8849958491fffff,2016,4,0,1,4,46
8849958491fffff,2017,0,2,4,1,-1
8849958491fffff,2018,4,0,1,4,-1
8849958491fffff,2019,0,2,1,4,-1
8849958491fffff,2020,1,4,2,2,-1
8849958491fffff,2022,0,1,4,1,60
8849958491fffff,2024,0,2,1,4,0
8849958493fffff,2016,4,0,1,4,5
8849958493fffff,2017,4,2,4,1,-1
8849958493fffff,2018,3,1,0,0,47
8849958493fffff,2019,4,2,1,4,6
8849958493fffff,2020,4,1,4,1,12
8849958493fffff,2021,3,3,2,0,-1
8849958493fffff,2022,4,0,2,2,17
8849958493fffff,2023,3,1,0,0,-1
8849958493fffff,2024,3,3,0,0,39
8849958495fffff,2016,3,1,2,2,60
8849958495fffff,2017,0,1,4,1,-1
8849958495fffff,2018,3,1,0,1,-1
8849958495fffff,2019,4,3,4,1,56
8849958495fffff,2020,0,2,4,1,69
8849958495fffff,2022,0,2,4,1,-1
8849958495fffff,2023,1,2,1,4,-1
8849958497fffff,2017,1,2,4,1,-1
8849958497fffff,2018,1,3,2,2,-1
8849958497fffff,2019,4,0,1,4,17
8849958497fffff,2020,0,2,1,4,-1
8849958497fffff,2021,4,1,4,1,15
8849958499fffff,2016,1,2,1,4,0
8849958499fffff,2017,0,2,4,1,49
8849958499fffff,2018,3,1,1,4,47
8849958499fffff,2019,1,2,4,1,50
8849958499fffff,2020,3,1,0,0,56
8849958499fffff,2021,4,3,2,2,-1
8849958499fffff,2022,3,1,0,0,63
8849958499fffff,2024,3,3,0,0,57
884995849bfffff,2017,0,2,4,2,-1
884995849bfffff,2018,1,4,2,2,2
884995849bfffff,2019,0,1,4,2,24
884995849bfffff,2020,1,0,2,4,22
884995849bfffff,2021,3,1,0,0,42
884995849bfffff,2022,1,0,2,2,2
884995849bfffff,2023,3,0,1,4,-1
884995849bfffff,2024,1,0,1,4,-1
884995849dfffff,2018,3,1,2,2,24
884995849dfffff,2020,3,3,0,4,-1
884995849dfffff,2021,2,3,2,0,37
884995849dfffff,2022,4,1,1,4,-1
884995849dfffff,2023,3,1,0,0,24
884995849dfffff,2024,3,1,4,1,47
88499584a1fffff,2016,4,2,4,1,62
88499584a1fffff,2017,0,4,4,1,-1
88499584a1fffff,2018,0,1,0,1,54
88499584a1fffff,2019,1,4,3,3,9
88499584a1fffff,2020,3,1,4,1,47
88499584a1fffff,2021,1,3,3,0,-1
88499584a1fffff,2022,1,4,3,3,8
88499584a1fffff,2023,1,2,4,1,50
88499584a1fffff,2024,0,2,4,1,50
88499584a3fffff,2016,0,2,4,1,62
88499584a3fffff,2017,3,1,4,1,60
88499584a3fffff,2018,0,2,4,1,-1
88499584a3fffff,2019,3,1,4,1,60
88499584a3fffff,2020,4,1,4,1,6
88499584a3fffff,2021,0,1,4,1,-1
88499584a3fffff,2022,3,1,0,0,24
88499584a3fffff,2023,3,0,1,4,38
88499584a3fffff,2024,0,2,4,1,50
88499584a5fffff,2016,0,2,4,1,-1
88499584a5fffff,2017,0,2,4,1,-1
88499584a5fffff,2018,0,2,4,1,-1
88499584a5fffff,2019,0,2,4,1,56
88499584a5fffff,2020,0,2,4,1,62
88499584a5fffff,2021,3,0,0,0,-1
88499584a5fffff,2022,0,2,4,1,27
88499584a5fffff,2023,2,3,4,0,-1
88499584a5fffff,2024,0,2,4,1,-1
88499584a7fffff,2016,0,2,4,1,29
88499584a7fffff,2017,1,4,0,0,-1
88499584a7fffff,2018,1,4,3,3,10
88499584a7fffff,2019,1,4,3,3,9
88499584a7fffff,2020,1,4,2,0,51
88499584a7fffff,2021,1,4,0,0,-1
88499584a7fffff,2022,1,4,3,3,8
88499584a7fffff,2023,1,4,3,3,-1
88499584a7fffff,2024,1,4,3,3,-1
88499584a9fffff,2016,0,3,4,1,57
88499584a9fffff,2017,0,2,4,1,-1
88499584a9fffff,2018,1,4,0,0,9
88499584a9fffff,2019,3,4,3,3,11
88499584a9fffff,2020,3,4,0,0,56
88499584a9fffff,2021,1,4,0,0,-1
88499584a9fffff,2022,1,4,3,3,-1
88499584a9fffff,2023,1,4,0,1,-1
88499584a9fffff,2024,1,4,0,3,-1
88499584abfffff,2016,0,2,4,1,49
88499584abfffff,2017,0,2,4,1,70
88499584abfffff,2018,3,1,4,1,24
88499584abfffff,2019,3,1,0,0,-1
88499584abfffff,2020,3,1,0,1,47
88499584abfffff,2021,2,3,0,0,-1
88499584abfffff,2022,3,1,0,0,-1
88499584abfffff,2023,1,0,2,2,-1
88499584abfffff,2024,2,3,0,0,-1
88499584adfffff,2016,0,2,4,1,-1
88499584adfffff,2017,0,2,4,1,68
88499584adfffff,2018,3,3,0,0,42
88499584adfffff,2019,0,2,4,1,-1
88499584adfffff,2020,3,1,0,0,56
88499584adfffff,2021,1,3,0,0,31
88499584adfffff,2022,3,1,4,1,54
88499584adfffff,2023,4,3,2,0,-1
88499584adfffff,2024,2,1,0,0,67
88499584b1fffff,2016,0,2,4,1,68
88499584b1fffff,2017,1,2,4,1,-1
88499584b1fffff,2018,3,1,0,0,-1
88499584b1fffff,2019,3,1,0,0,67
88499584b1fffff,2020,3,1,0,0,60
88499584b1fffff,2021,3,0,4,4,-1
88499584b1fffff,2022,2,3,0,0,-1
88499584b1fffff,2023,3,0,0,0,21
88499584b1fffff,2024,2,3,0,0,-1
88499584b3fffff,2016,1,4,0,0,-1
88499584b3fffff,2017,1,2,4,1,73
88499584b3fffff,2018,1,3,0,0,44
88499584b3fffff,2019,1,4,2,0,64
88499584b3fffff,2020,1,4,2,2,2
88499584b3fffff,2021,3,0,2,0,23
88499584b3fffff,2022,3,1,0,0,61
88499584b3fffff,2023,3,0,0,0,-1
88499584b3fffff,2024,3,3,0,0,-1
88499584b5fffff,2016,0,2,4,1,16
88499584b5fffff,2017,0,1,4,1,56
88499584b5fffff,2018,3,3,0,0,39
88499584b5fffff,2019,2,3,0,0,-1
88499584b5fffff,2020,3,3,0,0,39
88499584b5fffff,2021,3,1,0,0,-1
88499584b5fffff,2022,2,3,0,0,-1
88499584b5fffff,2023,3,1,0,0,45
88499584b5fffff,2024,2,3,4,1,74
88499584b7fffff,2016,0,2,4,1,69
88499584b7fffff,2017,0,2,4,1,49
88499584b7fffff,2018,1,4,0,0,-1
88499584b7fffff,2019,1,4,0,0,-1
88499584b7fffff,2020,3,0,0,4,73
88499584b7fffff,2021,1,4,0,0,-1
88499584b7fffff,2022,2,3,0,0,-1
88499584b7fffff,2023,3,0,0,0,-1
88499584b7fffff,2024,2,0,0,0,-1
88499584b9fffff,2016,0,2,4,1,68
88499584b9fffff,2017,0,1,4,1,57
88499584b9fffff,2018,0,2,4,1,68
88499584b9fffff,2019,3,1,0,1,-1
88499584b9fffff,2020,4,3,4,1,-1
88499584b9fffff,2021,3,1,2,2,47
88499584b9fffff,2022,4,1,4,2,47
88499584b9fffff,2023,3,1,0,0,-1
88499584b9fffff,2024,3,0,0,0,21
88499584bbfffff,2016,0,2,4,1,68
88499584bbfffff,2017,0,2,4,1,69
88499584bbfffff,2018,2,3,0,0,66
88499584bbfffff,2019,0,1,4,1,-1
88499584bbfffff,2020,3,1,0,0,66
88499584bbfffff,2021,1,4,0,0,48
88499584bbfffff,2022,2,3,0,0,42
88499584bbfffff,2023,4,3,0,0,19
88499584bbfffff,2024,3,0,1,4,57
88499584bdfffff,2016,0,4,4,1,-1
88499584bdfffff,2017,1,4,4,1,-1
88499584bdfffff,2018,1,4,3,3,9
88499584bdfffff,2019,3,1,0,0,60
88499584bdfffff,2020,3,1,0,0,60
88499584bdfffff,2021,3,1,0,1,47
88499584bdfffff,2022,2,3,0,0,37
88499584bdfffff,2023,3,1,0,0,66
88499584bdfffff,2024,3,1,3,0,67
88499584c3fffff,2016,0,1,2,2,-1
88499584c3fffff,2017,0,2,4,1,-1
88499584c3fffff,2018,4,3,0,0,-1
88499584c3fffff,2019,4,0,2,2,2
88499584c3fffff,2020,2,3,0,0,33
88499584c3fffff,2021,4,1,4,1,-1
88499584c3fffff,2022,2,3,0,0,-1
88499584c3fffff,2023,4,3,2,2,-1
88499584c3fffff,2024,3,1,0,0,24
88499584d1fffff,2018,4,2,4,1,5
88499584d1fffff,2019,4,3,4,1,-1
88499584d1fffff,2020,0,2,4,1,57
88499584d3fffff,2016,0,2,4,1,-1
88499584d3fffff,2017,3,1,4,1,47
88499584d3fffff,2019,3,1,0,0,-1
88499584d3fffff,2020,0,1,4,1,-1
88499584d3fffff,2021,3,0,1,4,18
88499584d3fffff,2023,0,2,1,4,27
88499584d3fffff,2024,3,0,1,4,-1
88499584d5fffff,2016,0,2,4,1,-1
88499584d5fffff,2018,4,0,1,4,15
88499584d5fffff,2019,0,2,4,1,29
88499584d5fffff,2020,0,2,4,1,68
88499584d5fffff,2021,2,3,4,1,33
88499584d5fffff,2022,0,2,4,1,28
88499584d5fffff,2023,2,0,1,4,-1
88499584d5fffff,2024,3,1,4,1,39
88499584d7fffff,2016,3,0,1,4,18
88499584d7fffff,2017,0,1,4,1,60
88499584d7fffff,2018,0,1,4,1,-1
88499584d7fffff,2019,4,1,4,1,47
88499584d7fffff,2020,4,1,1,2,15
88499584d7fffff,2021,4,1,1,4,46
88499584d7fffff,2022,4,0,1,4,-1
88499584d7fffff,2023,4,0,1,4,19
88499584d7fffff,2024,3,0,1,4,18
88499584d9fffff,2016,4,2,4,1,-1
88499584d9fffff,2017,4,0,4,1,15
88499584d9fffff,2018,4,0,1,4,-1
88499584d9fffff,2019,4,0,4,1,15
88499584ddfffff,2018,3,0,1,4,20
88499584ddfffff,2019,4,0,1,4,17
88499584ddfffff,2020,0,1,4,1,56
88499584ddfffff,2022,2,3,0,0,34
88499584e1fffff,2016,0,2,4,1,49
88499584e1fffff,2017,0,2,4,1,-1
88499584e1fffff,2018,2,3,2,0,74
88499584e1fffff,2019,0,2,4,1,70
88499584e1fffff,2020,0,2,4,1,49
88499584e1fffff,2023,2,3,4,1,-1
88499584e1fffff,2024,0,2,4,1,49
88499584e3fffff,2016,2,3,0,0,-1
88499584e3fffff,2017,0,2,4,1,70
88499584e3fffff,2018,1,4,0,0,-1
88499584e3fffff,2019,1,4,0,0,52
88499584e3fffff,2020,3,0,1,4,23
88499584e3fffff,2021,4,0,1,4,-1
88499584e3fffff,2022,3,3,0,0,44
88499584e3fffff,2023,2,3,0,0,41
88499584e3fffff,2024,2,3,4,1,-1
88499584e5fffff,2016,0,2,4,1,29
88499584e5fffff,2017,0,2,4,1,-1
88499584e5fffff,2018,3,4,0,0,71
88499584e5fffff,2019,3,1,0,4,-1
88499584e5fffff,2020,3,0,0,0,-1
88499584e5fffff,2021,1,4,2,2,-1
88499584e5fffff,2022,3,3,0,0,-1
88499584e5fffff,2023,3,0,0,0,-1
88499584e5fffff,2024,3,0,1,4,20
88499584e7fffff,2016,3,1,4,1,47
88499584e7fffff,2017,3,0,0,0,-1
88499584e7fffff,2018,3,3,0,0,61
88499584e7fffff,2019,3,4,0,4,71
88499584e7fffff,2020,2,3,0,0,-1
88499584e7fffff,2021,1,4,3,3,-1
88499584e7fffff,2022,1,4,3,3,-1
88499584e7fffff,2023,1,4,0,0,-1
88499584e7fffff,2024,2,4,3,3,9
88499584e9fffff,2016,0,2,4,1,68
88499584e9fffff,2018,0,2,4,1,-1
88499584e9fffff,2019,0,2,4,1,69
88499584ebfffff,2016,3,1,1,4,60
88499584ebfffff,2019,3,3,2,2,-1
88499584ebfffff,2023,3,3,0,0,-1
88499584edfffff,2016,2,3,4,0,40
88499584edfffff,2017,2,3,0,1,73
88499584edfffff,2018,3,3,0,0,42
88499584edfffff,2019,1,4,0,0,9
88499584edfffff,2020,2,3,3,0,26
88499584edfffff,2021,1,4,3,3,-1
88499584edfffff,2022,2,3,3,3,-1
88499584edfffff,2023,2,3,3,3,36
88499584edfffff,2024,3,4,3,3,11
8849958501fffff,2016,0,2,4,4,68
8849958501fffff,2017,0,2,4,1,28
8849958501fffff,2018,0,2,4,1,70
8849958501fffff,2019,0,2,4,1,74
8849958501fffff,2020,2,2,4,1,-1
8849958501fffff,2021,1,4,2,2,4
8849958501fffff,2022,1,2,4,1,50
8849958501fffff,2023,3,1,4,1,56
8849958501fffff,2024,2,3,1,4,33
8849958503fffff,2017,0,2,4,1,-1
8849958503fffff,2018,1,0,0,0,52
8849958503fffff,2020,3,1,1,4,47
8849958503fffff,2021,4,0,1,4,14
8849958503fffff,2023,1,0,1,4,22
8849958503fffff,2024,1,4,4,1,-1
884995850bfffff,2016,0,2,4,1,28
884995850bfffff,2017,0,2,4,1,-1
884995850bfffff,2018,3,1,0,0,56
884995850bfffff,2019,0,2,4,1,-1
884995850bfffff,2020,1,0,1,4,23
884995850bfffff,2021,1,4,2,2,-1
884995850bfffff,2022,0,2,4,1,29
884995850bfffff,2023,0,1,4,1,-1
884995850bfffff,2024,0,2,4,1,-1
8849958511fffff,2016,0,2,4,1,-1
8849958511fffff,2017,4,2,4,1,-1
8849958511fffff,2018,0,2,4,1,29
8849958511fffff,2019,0,2,4,1,28
8849958511fffff,2020,0,2,4,1,-1
8849958511fffff,2021,3,1,4,1,67
8849958511fffff,2022,0,2,1,4,0
8849958511fffff,2023,4,2,4,1,6
8849958511fffff,2024,0,2,4,1,50
8849958513fffff,2016,2,3,4,1,31
8849958513fffff,2017,0,2,4,1,-1
8849958513fffff,2018,1,4,4,0,51
8849958513fffff,2019,0,2,4,1,-1
8849958513fffff,2020,0,2,4,1,49
8849958513fffff,2021,2,3,2,2,32
8849958513fffff,2022,0,2,4,1,-1
8849958513fffff,2023,0,2,4,1,70
8849958513fffff,2024,0,2,4,1,28
8849958515fffff,2016,4,0,1,4,12
8849958515fffff,2017,3,1,4,1,73
8849958515fffff,2018,4,0,0,0,17
8849958515fffff,2019,2,3,1,4,-1
8849958515fffff,2020,4,0,1,4,5
8849958515fffff,2021,3,0,1,4,18
8849958515fffff,2022,3,0,1,4,18
8849958515fffff,2023,1,0,1,4,48
8849958515fffff,2024,3,0,1,4,22
8849958517fffff,2016,0,2,4,1,-1
8849958517fffff,2017,1,2,4,1,62
8849958517fffff,2018,3,3,0,0,42
8849958517fffff,2019,1,4,4,1,-1
8849958517fffff,2020,4,0,2,2,-1
8849958517fffff,2021,3,1,0,0,-1
8849958517fffff,2022,3,3,0,0,-1
8849958517fffff,2023,3,0,0,0,-1
8849958517fffff,2024,3,1,1,4,-1
8849958519fffff,2016,0,2,4,1,-1
8849958519fffff,2017,3,1,0,2,-1
8849958519fffff,2018,3,1,0,0,-1
8849958519fffff,2019,1,2,4,1,-1
8849958519fffff,2020,3,1,0,2,60
8849958519fffff,2021,3,3,2,0,42
8849958519fffff,2022,2,3,4,1,34
8849958519fffff,2023,0,2,4,1,48
8849958519fffff,2024,0,2,4,1,-1
884995851bfffff,2016,0,1,4,1,-1
884995851bfffff,2017,0,2,4,1,57
884995851bfffff,2018,2,3,0,0,23
884995851bfffff,2019,3,3,0,0,42
884995851bfffff,2020,2,3,2,2,-1
884995851bfffff,2021,2,0,1,4,32
884995851bfffff,2022,4,0,1,4,13
884995851bfffff,2023,3,1,0,0,24
884995851bfffff,2024,0,2,4,1,68
884995851dfffff,2016,0,2,4,1,-1
884995851dfffff,2017,3,1,0,0,66
884995851dfffff,2018,3,0,0,0,-1
884995851dfffff,2019,3,1,1,4,-1
884995851dfffff,2020,0,2,4,1,-1
884995851dfffff,2021,4,3,2,2,-1
884995851dfffff,2022,3,1,1,4,-1
884995851dfffff,2023,3,1,0,0,61
884995851dfffff,2024,0,2,1,4,-1
8849958521fffff,2016,3,1,0,1,-1
8849958521fffff,2017,3,4,0,0,-1
8849958521fffff,2018,0,4,2,1,65
8849958521fffff,2019,1,4,0,0,64
8849958521fffff,2020,3,1,0,0,-1
8849958521fffff,2021,3,1,0,0,-1
8849958521fffff,2022,4,0,0,4,19
8849958521fffff,2023,3,1,0,0,54
8849958521fffff,2024,0,2,1,4,-1
8849958523fffff,2016,4,0,1,4,-1
8849958523fffff,2017,1,4,4,1,64
8849958523fffff,2018,3,0,0,0,-1
8849958523fffff,2019,2,3,0,0,32
8849958523fffff,2020,0,2,4,1,48
8849958523fffff,2021,1,0,0,0,52
8849958523fffff,2022,2,3,4,1,33
8849958523fffff,2023,0,2,1,4,28
8849958523fffff,2024,1,4,2,2,53
8849958525fffff,2016,0,2,4,1,73
8849958525fffff,2017,0,2,4,1,-1
8849958525fffff,2018,1,4,0,0,64
8849958525fffff,2019,1,4,0,0,-1
8849958525fffff,2020,1,4,0,0,-1
8849958525fffff,2021,2,3,0,0,-1
8849958525fffff,2022,2,3,0,0,37
8849958525fffff,2023,2,3,0,0,33
8849958525fffff,2024,2,3,0,0,32
8849958527fffff,2016,3,3,0,0,-1
8849958527fffff,2017,1,4,2,2,64
8849958527fffff,2018,3,3,0,0,61
8849958527fffff,2019,1,4,2,2,61
8849958527fffff,2020,3,1,0,0,63
8849958527fffff,2021,3,0,0,0,-1
8849958527fffff,2022,2,3,2,2,-1
8849958527fffff,2023,3,0,0,0,42
8849958527fffff,2024,2,3,0,0,32
8849958529fffff,2016,1,4,4,1,-1
8849958529fffff,2017,2,3,4,1,-1
8849958529fffff,2018,0,2,0,1,-1
8849958529fffff,2019,2,3,0,0,44
8849958529fffff,2020,4,0,2,2,12
8849958529fffff,2021,0,2,4,1,27
8849958529fffff,2022,2,3,1,4,-1
8849958529fffff,2023,2,3,4,1,33
8849958529fffff,2024,3,1,0,0,61
884995852bfffff,2016,1,2,4,1,-1
884995852bfffff,2017,1,2,4,1,-1
884995852bfffff,2018,3,3,0,0,-1
884995852bfffff,2019,2,0,1,4,-1
884995852bfffff,2020,1,0,1,4,-1
884995852bfffff,2021,3,0,1,4,20
884995852bfffff,2022,2,3,0,0,32
884995852bfffff,2023,2,3,2,0,36
884995852bfffff,2024,2,3,1,4,34
884995852dfffff,2016,0,1,0,1,57
884995852dfffff,2017,0,2,4,1,-1
884995852dfffff,2018,1,4,0,0,73
884995852dfffff,2019,3,1,0,0,-1
884995852dfffff,2020,0,2,1,4,28
884995852dfffff,2021,1,0,2,2,-1
884995852dfffff,2022,3,1,0,1,56
884995852dfffff,2023,4,0,1,4,31
884995852dfffff,2024,4,0,2,2,13
8849958531fffff,2016,0,2,4,1,48
8849958531fffff,2017,0,2,4,1,-1
8849958531fffff,2018,0,2,4,1,-1
8849958531fffff,2019,0,4,3,3,10
8849958531fffff,2020,4,0,0,0,23
8849958531fffff,2021,3,1,0,0,-1
8849958531fffff,2022,3,1,0,0,-1
8849958531fffff,2023,2,3,4,1,34
8849958531fffff,2024,0,2,1,4,65
8849958533fffff,2016,4,0,1,4,17
8849958533fffff,2017,0,2,4,1,28
8849958533fffff,2018,1,4,1,4,64
8849958533fffff,2019,1,4,3,3,-1
8849958533fffff,2020,3,1,2,2,60
8849958533fffff,2021,3,1,2,2,47
8849958533fffff,2022,4,0,2,2,-1
8849958533fffff,2023,3,0,2,2,-1
8849958533fffff,2024,3,1,0,0,56
8849958535fffff,2016,0,2,4,1,-1
8849958535fffff,2017,2,2,4,1,58
8849958535fffff,2018,2,3,0,0,-1
8849958535fffff,2019,2,3,3,0,36
8849958535fffff,2020,0,1,4,1,56
8849958535fffff,2021,2,3,0,0,-1
8849958535fffff,2022,2,3,0,1,32
8849958535fffff,2023,2,3,4,1,33
8849958535fffff,2024,2,3,0,0,34
8849958537fffff,2016,2,3,1,4,-1
8849958537fffff,2017,4,2,2,2,2
8849958537fffff,2019,1,4,2,2,-1
8849958537fffff,2020,4,3,2,2,14
8849958537fffff,2021,1,4,2,2,-1
8849958537fffff,2022,1,4,2,2,4
8849958537fffff,2023,3,0,1,4,-1
8849958537fffff,2024,1,0,1,4,0
8849958539fffff,2016,0,0,1,4,0
8849958539fffff,2017,3,3,2,0,42
8849958539fffff,2018,0,2,4,1,-1
8849958539fffff,2019,4,2,4,1,-1
8849958539fffff,2020,1,2,2,2,-1
8849958539fffff,2024,4,0,1,4,5
884995853bfffff,2016,0,2,4,1,-1
884995853bfffff,2017,0,2,4,1,-1
884995853bfffff,2018,2,3,0,0,-1
884995853bfffff,2019,3,3,0,0,57
884995853bfffff,2020,3,0,0,0,23
884995853bfffff,2021,3,0,0,0,26
884995853bfffff,2022,3,3,0,0,-1
884995853bfffff,2023,2,0,0,4,52
884995853bfffff,2024,1,2,4,1,-1
884995853dfffff,2016,0,2,4,1,48
884995853dfffff,2017,0,2,4,1,-1
884995853dfffff,2018,1,4,2,4,64
884995853dfffff,2019,1,4,4,1,-1
884995853dfffff,2020,0,2,1,4,0
884995853dfffff,2021,3,1,4,1,6
884995853dfffff,2023,3,0,1,4,-1
8849958549fffff,2016,3,3,0,0,-1
8849958549fffff,2017,3,0,0,0,-1
8849958549fffff,2018,3,3,0,0,44
8849958549fffff,2019,3,1,0,0,-1
8849958549fffff,2020,2,3,0,0,-1
8849958549fffff,2021,2,3,0,0,-1
8849958549fffff,2022,2,3,0,0,19
8849958549fffff,2023,3,1,0,0,-1
8849958549fffff,2024,1,4,2,2,2
884995854bfffff,2017,1,0,1,4,72
884995854bfffff,2018,1,4,2,2,-1
884995854bfffff,2019,1,4,2,2,2
884995854bfffff,2020,1,4,2,2,52
884995854bfffff,2021,4,0,1,4,13
884995854bfffff,2022,4,0,1,4,-1
884995854bfffff,2023,4,0,1,4,13
884995854dfffff,2016,4,0,1,4,15
884995854dfffff,2017,1,4,1,4,-1
884995854dfffff,2018,1,4,2,2,2
884995854dfffff,2019,1,4,2,2,2
884995854dfffff,2020,3,0,1,4,-1
884995854dfffff,2021,4,2,1,4,-1
884995854dfffff,2022,4,0,1,4,5
8849958551fffff,2016,0,2,4,1,68
8849958551fffff,2017,0,2,4,1,-1
8849958551fffff,2018,0,2,4,1,68
8849958551fffff,2019,0,2,4,1,29
8849958551fffff,2020,0,2,4,1,27
8849958551fffff,2021,3,1,1,4,24
8849958551fffff,2022,2,3,0,0,32
8849958551fffff,2023,0,2,1,4,-1
8849958551fffff,2024,1,2,4,1,49
8849958553fffff,2016,0,2,4,1,70
8849958553fffff,2017,0,2,4,1,69
8849958553fffff,2018,3,0,0,0,-1
8849958553fffff,2019,1,4,4,1,51
8849958553fffff,2020,3,1,4,1,-1
8849958553fffff,2021,0,2,4,1,-1
8849958553fffff,2022,2,3,0,0,32
8849958553fffff,2023,0,1,4,1,-1
8849958553fffff,2024,0,2,4,1,68
8849958555fffff,2016,0,2,4,1,56
8849958555fffff,2017,0,2,4,1,50
8849958555fffff,2018,1,3,4,1,25
8849958555fffff,2019,0,2,4,1,69
8849958555fffff,2020,4,0,1,4,13
8849958555fffff,2023,2,3,0,0,4
8849958555fffff,2024,2,3,1,4,-1
8849958557fffff,2016,3,1,4,1,-1
8849958557fffff,2017,0,2,4,1,29
8849958557fffff,2018,0,2,4,1,62
8849958557fffff,2019,0,2,4,1,-1
8849958557fffff,2020,0,2,4,1,16
8849958557fffff,2021,1,2,4,1,-1
8849958557fffff,2022,0,2,1,4,-1
8849958557fffff,2023,2,3,1,4,61
8849958557fffff,2024,0,2,4,1,-1
8849958559fffff,2016,3,1,0,1,47
8849958559fffff,2017,3,1,4,1,55
8849958559fffff,2018,3,1,0,1,-1
8849958559fffff,2019,0,2,4,1,47
8849958559fffff,2020,0,2,4,1,68
8849958559fffff,2021,3,1,1,4,-1
8849958559fffff,2022,2,3,4,1,-1
8849958559fffff,2023,3,1,1,4,-1
8849958559fffff,2024,0,1,1,4,24
884995855bfffff,2016,0,2,4,1,62
884995855bfffff,2017,0,2,4,1,28
884995855bfffff,2018,0,2,4,1,-1
884995855bfffff,2019,0,2,4,1,49
884995855bfffff,2020,2,3,4,1,74
884995855bfffff,2021,3,2,0,0,-1
884995855bfffff,2022,0,2,4,1,27
884995855bfffff,2023,2,3,4,1,-1
884995855bfffff,2024,0,1,4,1,-1
884995855dfffff,2016,0,2,4,1,27
884995855dfffff,2017,0,2,4,1,-1
884995855dfffff,2018,1,4,2,0,51
884995855dfffff,2019,0,2,4,1,-1
884995855dfffff,2020,0,2,4,1,16
884995855dfffff,2021,0,2,4,1,70
884995855dfffff,2022,4,0,1,4,13
884995855dfffff,2023,1,0,1,4,53
8849958565fffff,2017,0,2,4,1,68
8849958565fffff,2018,0,2,4,1,5
8849958565fffff,2020,2,3,1,4,-1
8849958565fffff,2021,4,0,2,2,13
8849958565fffff,2022,2,3,2,2,51
8849958565fffff,2023,2,3,4,1,34
8849958567fffff,2016,0,2,4,1,68
8849958567fffff,2017,0,1,4,1,56
8849958567fffff,2018,1,4,2,2,-1
8849958567fffff,2019,0,2,4,1,-1
8849958567fffff,2020,3,1,0,1,-1
8849958567fffff,2021,1,4,0,0,4
8849958567fffff,2022,2,3,2,2,-1
8849958567fffff,2023,1,4,2,2,64
8849958567fffff,2024,2,3,1,4,32
8849958581fffff,2016,4,2,4,1,5
8849958581fffff,2017,0,2,4,1,68
8849958581fffff,2018,2,3,0,0,-1
8849958581fffff,2019,2,3,4,1,-1
8849958581fffff,2020,4,0,1,4,15
8849958581fffff,2021,3,1,4,1,55
8849958581fffff,2022,0,1,4,1,27
8849958581fffff,2023,2,3,4,1,-1
8849958581fffff,2024,0,2,4,1,-1
8849958583fffff,2016,0,2,4,1,-1
8849958583fffff,2017,2,3,2,2,-1
8849958583fffff,2018,3,1,3,3,66
8849958583fffff,2019,1,4,2,2,74
8849958583fffff,2020,0,1,4,1,47
8849958583fffff,2021,3,1,0,0,24
8849958583fffff,2022,2,3,0,0,32
8849958583fffff,2023,3,1,0,0,-1
8849958583fffff,2024,3,0,1,4,-1
8849958585fffff,2016,0,2,4,1,29
8849958585fffff,2017,2,3,4,1,25
8849958585fffff,2018,4,3,4,1,12
